id,title,author,musictype,inq,href
263,仙剑奇侠传,林坤信,影视原声精选集,6277,http://f1.htqyy.com/play/1263/mp3/18
264,致青春 钢琴曲,钢琴曲,影视原声精选集,6272,http://f1.htqyy.com/play/717/mp3/18
265,醉红颜,刘依朵,影视原声精选集,6256,http://f1.htqyy.com/play/1419/mp3/18
266,电台感人背景音乐,纯音乐,世界上最美的背景音乐,6186,http://f1.htqyy.com/play/1496/mp3/18
267,Town of Windmill,a_hisa,轻松欢快的纯音乐,6184,http://f1.htqyy.com/play/742/mp3/18
268,崇拜 Adoration,Kevin Wood,"心中的天籁,空灵人声",6131,http://f1.htqyy.com/play/250/mp3/18
269,蒲公英的约定,钢琴曲,钢琴曲精选集,6117,http://f1.htqyy.com/play/748/mp3/18
270,雪的梦幻,班得瑞,放松新世纪音乐,6104,http://f1.htqyy.com/play/1616/mp3/18
271,莫尔德颂歌,Sissel,"心中的天籁,空灵人声",6098,http://f1.htqyy.com/play/152/mp3/18
272,天堂女孩,Koan,好听的电子音乐,6081,http://f1.htqyy.com/play/177/mp3/18
273,欢颜(live),周深,好听的流行轻音乐,6058,http://f1.htqyy.com/play/371/mp3/18
274,月光の云海,久石让,久石让精选集,6057,http://f1.htqyy.com/play/519/mp3/18
275,追梦,雅尼,雅尼精选集,6002,http://f1.htqyy.com/play/13/mp3/18
276,童话,钢琴曲,钢琴曲精选集,5944,http://f1.htqyy.com/play/585/mp3/18
277,喜洋洋,胡伟立,中国轻音乐精选集,5936,http://f1.htqyy.com/play/123/mp3/18
278,梁祝钢琴曲,理查德,理查德经典钢琴曲,5893,http://f1.htqyy.com/play/523/mp3/18
279,如诗般宁静,黄永灿,史上最优美的钢琴曲,5888,http://f1.htqyy.com/play/277/mp3/18
280,雪花颂E 钢琴版,Sweet Rain,好听的钢琴曲精选,5884,http://f1.htqyy.com/play/1232/mp3/18
281,梁祝 (古筝),纯音乐,中国轻音乐精选集,5880,http://f1.htqyy.com/play/191/mp3/18
282,美轮美奂的好曲,Rameses B,好听的电子音乐,5872,http://f1.htqyy.com/play/752/mp3/18
283,秘密花园,Kevin Kern,钢琴曲精选集,5870,http://f1.htqyy.com/play/461/mp3/18
284,蓝色的爱,理查德,理查德经典钢琴曲,5863,http://f1.htqyy.com/play/10/mp3/18
285,一花一世界,李志辉,新世纪音乐精选,5830,http://f1.htqyy.com/play/608/mp3/18
286,花之舞 清新纯音乐,DJ OKAWARI,好听的手机铃声,5819,http://f1.htqyy.com/play/300/mp3/18
287,深情永不移,轻音乐,世界最著名的轻音乐,5816,http://f1.htqyy.com/play/639/mp3/18
288,A Puro Dolor,Roberto Perera,优美的背景纯音乐精选,5750,http://f1.htqyy.com/play/244/mp3/18
289,晚秋(古筝),纯音乐,古筝名曲精选集,5743,http://f1.htqyy.com/play/265/mp3/18
290,Letting Go,Isaac Shepard,减压舒缓精选,5743,http://f1.htqyy.com/play/659/mp3/18
291,静静的雪,班得瑞,班得瑞轻音乐精选,5726,http://f1.htqyy.com/play/981/mp3/18
292,那年的情书,江美琪,好听的流行轻音乐,5699,http://f1.htqyy.com/play/346/mp3/18
293,萤火虫之舞,纯音乐,大自然音乐系列,5680,http://f1.htqyy.com/play/428/mp3/18
294,海之女神,神思者,神思者精选集,5663,http://f1.htqyy.com/play/74/mp3/18
295,美丽至极的天籁,Sissel,"心中的天籁,空灵人声",5660,http://f1.htqyy.com/play/965/mp3/18
296,小苹果,筷子兄弟,放松心情的流行轻音乐,5651,http://f1.htqyy.com/play/495/mp3/18
297,和我远走高飞,Omar Akram,唯美新世纪音乐,5565,http://f1.htqyy.com/play/440/mp3/18
298,变幻之风,班得瑞,班得瑞经典收藏,5562,http://f1.htqyy.com/play/37/mp3/18
299,天空之城钢琴,iw ix,钢琴曲精选集,5544,http://f1.htqyy.com/play/133/mp3/18
300,爱的协奏曲,理查德,理查德经典钢琴曲,5541,http://f1.htqyy.com/play/188/mp3/18
301,海之梦,2002 Pamela,电台背景音乐精选,5496,http://f1.htqyy.com/play/684/mp3/18
302,Tears 眼泪,The Daydream,那些好听的钢琴曲,5482,http://f1.htqyy.com/play/1566/mp3/18
303,Tassel,Cymophane,动感节奏纯音乐,5470,http://f1.htqyy.com/play/633/mp3/18
304,Fade (电音纯音乐),Alan Walker,好听的电子音乐,5452,http://f1.htqyy.com/play/1526/mp3/18
305,青花瓷（伴奏）,周杰伦,流行纯音乐极品,5430,http://f1.htqyy.com/play/267/mp3/18
306,舒伯特小夜曲,舒伯特,最经典的纯音乐,5428,http://f1.htqyy.com/play/1657/mp3/18
307,很好听的日本钢琴曲,朝仓纪行,好听的钢琴曲,5399,http://f1.htqyy.com/play/1656/mp3/18
308,月光 贝多芬著名钢琴曲,胎教音乐,适合胎教的轻音乐,5389,http://f1.htqyy.com/play/203/mp3/18
309,杨柳,林海,林海精选集,5386,http://f1.htqyy.com/play/1367/mp3/18
310,致爱丽丝,吉它名曲,轻松欢快的纯音乐,5385,http://f1.htqyy.com/play/762/mp3/18
311,回家,轻音乐,世界最著名的轻音乐,5375,http://f1.htqyy.com/play/843/mp3/18
312,梅花三弄,赵海洋,中国风纯音乐精选集,5375,http://f1.htqyy.com/play/635/mp3/18
313,永远在一起,奥户巴寿,世界最著名的轻音乐,5371,http://f1.htqyy.com/play/373/mp3/18
314,白色圣诞节,女子十二乐坊,中国轻音乐精选集,5368,http://f1.htqyy.com/play/80/mp3/18
315,波若波罗密心经,佛教音乐,佛教音乐精选,5335,http://f1.htqyy.com/play/395/mp3/18
316,月光曲,贝多芬,世界最著名的轻音乐,5327,http://f1.htqyy.com/play/1085/mp3/18
317,斯卡布罗市集,胭花四乐,中国轻音乐精选集,5320,http://f1.htqyy.com/play/337/mp3/18
318,天空之城,游学志,中国轻音乐精选集,5310,http://f1.htqyy.com/play/464/mp3/18
319,月光小夜曲,舒缓音乐,中国轻音乐精选集,5308,http://f1.htqyy.com/play/431/mp3/18
320,月光仙子,班得瑞,班得瑞轻音乐精选,5305,http://f1.htqyy.com/play/983/mp3/18
321,与风共舞的心情,Falcom Sound Team jdk,影视原声精选集,5272,http://f1.htqyy.com/play/665/mp3/18
322,橄榄树,齐豫,好听的流行轻音乐,5255,http://f1.htqyy.com/play/338/mp3/18
323,一帘幽梦(古筝),纯音乐,让你忍不住单曲循环的歌曲,5254,http://f1.htqyy.com/play/199/mp3/18
324,Lovers&#39; Moon,France Ellul,唯美新世纪音乐,5254,http://f1.htqyy.com/play/880/mp3/18
325,星星小夜曲,理查德,理查德经典钢琴曲,5229,http://f1.htqyy.com/play/196/mp3/18
326,Never Say Goodbye,Hayley Westenra,环球极品流行音乐,5222,http://f1.htqyy.com/play/473/mp3/18
327,美丽的神话-小提琴,张毅,中国风纯音乐精选集,5216,http://f1.htqyy.com/play/928/mp3/18
328,泰坦尼克号交响曲,钢琴曲,影视原声精选集,5216,http://f1.htqyy.com/play/586/mp3/18
329,风舞者 Windancer,神秘园,神秘园精选集,5214,http://f1.htqyy.com/play/40/mp3/18
330,青花瓷(钢琴曲),周杰伦,唯美动听的钢琴曲,5193,http://f1.htqyy.com/play/654/mp3/18
331,峨眉金顶,卢小旭,中国风纯音乐精选集,5179,http://f1.htqyy.com/play/686/mp3/18
332,月半小夜曲,Lawrence,睡眠轻音乐,5095,http://f1.htqyy.com/play/723/mp3/18
333,碧玉的江孜,轻音乐,中国轻音乐精选集,5067,http://f1.htqyy.com/play/463/mp3/18
334,Moon Light 月光,Capozio,背景音乐之旅－感人之声,5063,http://f1.htqyy.com/play/1249/mp3/18
335,天鹅湖,理查德,理查德经典钢琴曲,5048,http://f1.htqyy.com/play/551/mp3/18
336,莎莉花园,班得瑞,你不能错过的纯音乐,5040,http://f1.htqyy.com/play/1568/mp3/18
337,爱情故事,理查德,理查德经典钢琴曲,5036,http://f1.htqyy.com/play/9/mp3/18
338,睡莲,贾鹏芳,中国风纯音乐精选集,5030,http://f1.htqyy.com/play/84/mp3/18
339,尽在不言中,雅尼,雅尼精选集,5013,http://f1.htqyy.com/play/19/mp3/18
340,奇遇,中国民乐,中国轻音乐精选集,5002,http://f1.htqyy.com/play/83/mp3/18
341,梦于月光中,班得瑞,班得瑞轻音乐精选,4998,http://f1.htqyy.com/play/980/mp3/18
342,雪谱(空灵唯美纯音乐),姬神,影视原声精选集,4995,http://f1.htqyy.com/play/383/mp3/18
343,秋意浓 夜色钢琴曲,赵海洋,唯美动听的钢琴曲,4984,http://f1.htqyy.com/play/568/mp3/18
344,情书,DJ OKAWARI,好听的电子音乐,4984,http://f1.htqyy.com/play/178/mp3/18
345,End Credits,Hans Zimmer,气势背景音乐精选,4976,http://f1.htqyy.com/play/587/mp3/18
346,天使情人,纯音乐,世界最著名的轻音乐,4970,http://f1.htqyy.com/play/525/mp3/18
347,昨日重现,理查德,理查德经典钢琴曲,4953,http://f1.htqyy.com/play/613/mp3/18
348,风居住的街道 钢琴版,钢琴曲,好听的钢琴曲精选,4942,http://f1.htqyy.com/play/1083/mp3/18
349,唯美的旋律：Life Goes On,CMA,唯美动听的钢琴曲,4932,http://f1.htqyy.com/play/1218/mp3/18
350,鸟叫水声 催眠舒压音乐,睡眠音乐,催眠曲,4920,http://f1.htqyy.com/play/999/mp3/18
351,永远在一起,久石让,久石让精选集,4893,http://f1.htqyy.com/play/43/mp3/18
352,真的好想你,罗晶,流行纯音乐极品,4887,http://f1.htqyy.com/play/280/mp3/18
353,晴殇(竹笛版),周小航,中国风纯音乐精选集,4882,http://f1.htqyy.com/play/1155/mp3/18
354,风动草,游学志,触动心灵之弦的乐曲,4877,http://f1.htqyy.com/play/564/mp3/18
355,RainyMood(纯雷雨声),大自然音乐,大自然音乐系列,4859,http://f1.htqyy.com/play/1139/mp3/18
356,莫失莫忘,仙剑奇侠传插曲,触动心灵之弦的乐曲,4840,http://f1.htqyy.com/play/183/mp3/18
357,"很好听的女声手机铃声,不听会后悔",新街口组合,好听的手机铃声,4838,http://f1.htqyy.com/play/283/mp3/18
358,月光情书,潘佳杰,轻松欢快的纯音乐,4820,http://f1.htqyy.com/play/698/mp3/18
359,海王星,班得瑞,班得瑞轻音乐精选,4812,http://f1.htqyy.com/play/360/mp3/18
360,温馨时刻,胡伟立,影视原声精选集,4799,http://f1.htqyy.com/play/446/mp3/18
361,天空之城(木吉他),久石让,好听的手机铃声,4798,http://f1.htqyy.com/play/298/mp3/18
362,雨的印记 钢琴曲,琴键狂舞,世界最著名的轻音乐,4795,http://f1.htqyy.com/play/666/mp3/18
363,Water,Brian Crain,减压舒缓精选,4789,http://f1.htqyy.com/play/682/mp3/18
364,湖光水面,姜小青,中国风纯音乐精选集,4783,http://f1.htqyy.com/play/715/mp3/18
365,阿根廷别为我哭泣,轻音乐,世界最著名的轻音乐,4782,http://f1.htqyy.com/play/833/mp3/18
366,水-禅意名曲,中国民乐,中国风纯音乐精选集,4779,http://f1.htqyy.com/play/803/mp3/18
367,远方的寂静,林海,林海精选集,4756,http://f1.htqyy.com/play/47/mp3/18
368,大悲咒(男声版),佛教歌曲,佛教音乐精选,4661,http://f1.htqyy.com/play/394/mp3/18
369,血染的战神,霹雳英雄,气势背景音乐精选,4657,http://f1.htqyy.com/play/230/mp3/18
370,人间天上,班得瑞,班得瑞经典收藏,4655,http://f1.htqyy.com/play/36/mp3/18
371,天之痕钢琴曲,纯音乐,钢琴曲精选集,4646,http://f1.htqyy.com/play/1226/mp3/18
372,羽根,折户伸治,轻松欢快的纯音乐,4621,http://f1.htqyy.com/play/646/mp3/18
373,情非得已,庾澄庆,治愈心灵的流行轻音乐,4610,http://f1.htqyy.com/play/355/mp3/18
374,康美之恋,琵琶曲,中国轻音乐精选集,4600,http://f1.htqyy.com/play/543/mp3/18
375,情调(二胡+古筝),中国民乐,中国风纯音乐精选集,4599,http://f1.htqyy.com/play/501/mp3/18
376,一杯淡水,班得瑞,唯美的手机铃声,4579,http://f1.htqyy.com/play/290/mp3/18
377,我心永恒,萨克斯,经典萨克斯曲,4564,http://f1.htqyy.com/play/222/mp3/18
378,女儿情 古筝,付娜,古筝名曲精选集,4554,http://f1.htqyy.com/play/636/mp3/18
379,圣托里尼,雅尼,雅尼精选集,4538,http://f1.htqyy.com/play/693/mp3/18
380,童年 - 手机铃声,班得瑞,唯美的手机铃声,4523,http://f1.htqyy.com/play/288/mp3/18
381,美好愿望,Lisa Lynne,放松新世纪音乐,4517,http://f1.htqyy.com/play/515/mp3/18
382,Angel&#39;s Flight,X-Ray Dog,背景音乐珍藏，总有一天你会用上的,4512,http://f1.htqyy.com/play/685/mp3/18
383,忏悔歌,佛教歌曲,佛教音乐精选,4510,http://f1.htqyy.com/play/399/mp3/18
384,Faylinn 女神下凡,David Hicken,好听的钢琴曲,4500,http://f1.htqyy.com/play/1649/mp3/18
385,卡农,George Winston,世界上最美的背景音乐,4493,http://f1.htqyy.com/play/574/mp3/18
386,勇敢的心主题曲,James Horner,优美的背景纯音乐精选,4492,http://f1.htqyy.com/play/509/mp3/18
387,催眠曲,胎教音乐,适合胎教的轻音乐,4487,http://f1.htqyy.com/play/257/mp3/18
388,月光边境,林海,林海精选集,4482,http://f1.htqyy.com/play/48/mp3/18
389,倾恋,钢琴曲,钢琴曲精选集,4476,http://f1.htqyy.com/play/282/mp3/18
390,舌尖上的中国2,阿鲲,舌尖上的中国精选集,4473,http://f1.htqyy.com/play/110/mp3/18
391,永远在一起,八音盒,减压舒缓精选,4471,http://f1.htqyy.com/play/956/mp3/18
392,拥有Masbfca,陈建骐,优美的背景纯音乐精选,4470,http://f1.htqyy.com/play/121/mp3/18
393,Spread Your Wings,Maria Rubel,气势背景音乐精选,4463,http://f1.htqyy.com/play/465/mp3/18
394,月亮代表我的心,邓丽君,好听的流行轻音乐,4450,http://f1.htqyy.com/play/447/mp3/18
395,送别,古筝佛赞,佛教音乐精选,4449,http://f1.htqyy.com/play/387/mp3/18
396,喜剧之王Silent Open,康硕Kenny,影视原声精选集,4424,http://f1.htqyy.com/play/780/mp3/18
397,卡农小提琴版,纯音乐,世界最著名的轻音乐,4422,http://f1.htqyy.com/play/985/mp3/18
398,雨碎江南-琵琶,墨明棋妙,中国风纯音乐精选集,4413,http://f1.htqyy.com/play/641/mp3/18
399,Anthem (Js16 Remix),Vangelis,背景音乐珍藏，总有一天你会用上的,4413,http://f1.htqyy.com/play/132/mp3/18
400,夏日午后的童谣,Yann Tiersen,好听的钢琴曲精选,4367,http://f1.htqyy.com/play/561/mp3/18
401,倩女幽魂,纯音乐,流行纯音乐极品,4364,http://f1.htqyy.com/play/214/mp3/18
402,蝶舞娉婷 Papillon,神秘园,神秘园精选集,4355,http://f1.htqyy.com/play/164/mp3/18
403,Sing For The Moment,Eminem,气势背景音乐精选,4345,http://f1.htqyy.com/play/469/mp3/18
404,突然好想你,五月天,唯美动听的钢琴曲,4332,http://f1.htqyy.com/play/546/mp3/18
405,我离开之前,雅尼,雅尼精选集,4326,http://f1.htqyy.com/play/350/mp3/18
406,一个人的时光,石进,夜的钢琴曲,4316,http://f1.htqyy.com/play/610/mp3/18
407,虫儿飞(儿童合唱版),风云,影视原声精选集,4310,http://f1.htqyy.com/play/819/mp3/18
408,泰坦尼克号（哼唱）,Sissel Kyrkjebo,"心中的天籁,空灵人声",4300,http://f1.htqyy.com/play/1086/mp3/18
409,舒伯特-小夜曲,吕思清,减压舒缓精选,4269,http://f1.htqyy.com/play/943/mp3/18
410,浪客剑心 Departure,日本ACG,影视原声精选集,4259,http://f1.htqyy.com/play/1267/mp3/18
411,婚礼进行曲,钢琴曲,背景音乐珍藏，总有一天你会用上的,4249,http://f1.htqyy.com/play/193/mp3/18
412,童年的回忆,热田公纪,治愈系纯音乐,4248,http://f1.htqyy.com/play/779/mp3/18
413,我相信 - I Believe,我的野蛮女友钢琴曲,影视原声精选集,4225,http://f1.htqyy.com/play/235/mp3/18
414,笑看人间,佛教歌曲,佛教音乐精选,4218,http://f1.htqyy.com/play/401/mp3/18
415,爱的誓言,理查德,理查德经典钢琴曲,4212,http://f1.htqyy.com/play/189/mp3/18
416,Inspire,Capozio,放松新世纪音乐,4195,http://f1.htqyy.com/play/744/mp3/18
417,莫失莫忘(好听的铃声),仙剑奇侠传插曲,好听的手机铃声,4188,http://f1.htqyy.com/play/299/mp3/18
418,海之恋,钢琴曲,天籁钢琴精选合集,4174,http://f1.htqyy.com/play/747/mp3/18
419,动物世界片头曲,Space,背景音乐珍藏，总有一天你会用上的,4154,http://f1.htqyy.com/play/131/mp3/18
420,你鼓舞了我 You Raise Me Up,神秘园,神秘园精选集,4099,http://f1.htqyy.com/play/823/mp3/18
421,花香,许绍洋,好听的流行轻音乐,4064,http://f1.htqyy.com/play/370/mp3/18
422,忧郁洱海,欢庆,中国轻音乐精选集,4057,http://f1.htqyy.com/play/499/mp3/18
423,兰花草,卡洛儿,卡洛儿精选集,4047,http://f1.htqyy.com/play/219/mp3/18
424,天空之城 (吟唱版),小娟&amp;山谷里的居民,"心中的天籁,空灵人声",4022,http://f1.htqyy.com/play/936/mp3/18
425,那么骄傲,金海心,好听的流行轻音乐,4021,http://f1.htqyy.com/play/406/mp3/18
426,孤独的巡礼,川井宪次,最经典的纯音乐,4020,http://f1.htqyy.com/play/570/mp3/18
427,Passion,Valentine,好听的电子音乐,4019,http://f1.htqyy.com/play/422/mp3/18
428,Sometimes When It Rains,神秘园,神秘园精选集,4003,http://f1.htqyy.com/play/822/mp3/18
429,老鹰之歌 El Condor Pasa,班得瑞,班得瑞轻音乐精选,3993,http://f1.htqyy.com/play/1356/mp3/18
430,镜中的安娜,Nicolas de Angelis,好听的纯音乐精选集,3963,http://f1.htqyy.com/play/860/mp3/18
431,天穹,三界,中国轻音乐精选集,3957,http://f1.htqyy.com/play/228/mp3/18
432,江南雨,Winky诗,中国风纯音乐精选集,3937,http://f1.htqyy.com/play/626/mp3/18
433,Cyberworld,X-Ray Dog,气势背景音乐精选,3929,http://f1.htqyy.com/play/504/mp3/18
434,卡农钢琴曲,我的野蛮女友,钢琴曲精选集,3897,http://f1.htqyy.com/play/242/mp3/18
435,我只在乎你,中国民乐,中国轻音乐精选集,3897,http://f1.htqyy.com/play/200/mp3/18
436,Children,Robert Miles,好听的电子音乐,3885,http://f1.htqyy.com/play/109/mp3/18
437,一个小故事,Valentine,好听的电子音乐,3882,http://f1.htqyy.com/play/105/mp3/18
438,穿越时空的思念（钢琴版）,和田薰,影视原声精选集,3879,http://f1.htqyy.com/play/1298/mp3/18
439,You Raise Me Up 纯音乐,神秘园,神秘园精选集,3873,http://f1.htqyy.com/play/1282/mp3/18
440,飞越峡谷,Frederic Delarue,放松新世纪音乐,3860,http://f1.htqyy.com/play/1109/mp3/18
441,如诗般 宁静 (钢琴长版),黄永灿,治愈心灵的轻音乐,3856,http://f1.htqyy.com/play/934/mp3/18
442,雅致茶音,中国民乐,中国风纯音乐精选集,3845,http://f1.htqyy.com/play/857/mp3/18
443,茉莉花,钢琴轻音乐,中国轻音乐精选集,3825,http://f1.htqyy.com/play/606/mp3/18
444,Clouds of the sunset,Pakarina,"心中的天籁,空灵人声",3820,http://f1.htqyy.com/play/1175/mp3/18
445,禅茶人生,李志辉,背景音乐之旅－感人之声,3807,http://f1.htqyy.com/play/1053/mp3/18
446,上帝是女孩,钢琴曲,流行音乐钢琴曲,3806,http://f1.htqyy.com/play/795/mp3/18
447,棉花糖（钢琴弹奏版）,钢琴曲,适合当手机铃声的纯音乐,3806,http://f1.htqyy.com/play/304/mp3/18
448,Titans,Vangelis,气势背景音乐精选,3795,http://f1.htqyy.com/play/487/mp3/18
449,蓝色多瑙河圆舞曲,Johann Strauss,世界最著名的轻音乐,3785,http://f1.htqyy.com/play/661/mp3/18
450,天下足球-背景音乐,Masazumi Ozawa,好听的电子音乐,3781,http://f1.htqyy.com/play/426/mp3/18
451,眼泪,白日梦,白日梦精选集,3780,http://f1.htqyy.com/play/63/mp3/18
452,亲亲小宝贝,胎教音乐,适合胎教的轻音乐,3780,http://f1.htqyy.com/play/256/mp3/18
453,阿吉拉姆(选段),轻音乐,中国轻音乐精选集,3778,http://f1.htqyy.com/play/264/mp3/18
454,绿野仙踪,Bandari,那些好听的钢琴曲,3773,http://f1.htqyy.com/play/1507/mp3/18
455,蒙娜丽莎的眼泪,钢琴曲,让你忍不住单曲循环的歌曲,3761,http://f1.htqyy.com/play/195/mp3/18
456,微风小径,Kevin Kern,触动心灵之弦的乐曲,3752,http://f1.htqyy.com/play/216/mp3/18
457,时间之河,Kevin Kern,钢琴曲精选集,3737,http://f1.htqyy.com/play/273/mp3/18
458,好想告诉你,神思者,神思者精选集,3737,http://f1.htqyy.com/play/76/mp3/18
459,花的微笑,石进,夜的钢琴曲,3734,http://f1.htqyy.com/play/806/mp3/18
460,斯卡保罗集市,钢琴曲,流行音乐钢琴曲,3728,http://f1.htqyy.com/play/848/mp3/18
461,明天你好,莫茜茜,好听的流行轻音乐,3713,http://f1.htqyy.com/play/484/mp3/18
462,一直很安静 伴奏,纯音乐,流行纯音乐极品,3668,http://f1.htqyy.com/play/638/mp3/18
463,甩葱歌,初音未来,好听的电子音乐,3654,http://f1.htqyy.com/play/344/mp3/18
464,安妮的仙境,轻音乐,放松心情缓解压力的轻音乐,3647,http://f1.htqyy.com/play/1668/mp3/18
465,沐浴在晨光中,雅尼,雅尼精选集,3646,http://f1.htqyy.com/play/15/mp3/18
466,拉德斯基进行曲,卡拉扬,背景音乐珍藏，总有一天你会用上的,3644,http://f1.htqyy.com/play/526/mp3/18
467,If I Could Fly,Joe Satriani,好听的电子音乐,3638,http://f1.htqyy.com/play/423/mp3/18
468,放下,杨竹青,佛教音乐精选,3636,http://f1.htqyy.com/play/400/mp3/18
469,奇幻领域,班得瑞,班得瑞经典收藏,3634,http://f1.htqyy.com/play/676/mp3/18
470,竹舞,邵容,中国风纯音乐精选集,3606,http://f1.htqyy.com/play/522/mp3/18
471,茉莉花(萨克斯),Kenny G,经典萨克斯曲,3604,http://f1.htqyy.com/play/120/mp3/18
472,It&#39;s only the fairy tale,宮村優子,"心中的天籁,空灵人声",3585,http://f1.htqyy.com/play/763/mp3/18
473,森林狂想曲,吴金黛,大自然音乐系列,3575,http://f1.htqyy.com/play/186/mp3/18
474,更替的四季,久石让,久石让精选集,3575,http://f1.htqyy.com/play/518/mp3/18
475,梦江南,琵琶曲,中国风纯音乐精选集,3573,http://f1.htqyy.com/play/774/mp3/18
476,风车,安德蒙,安德蒙减压音乐,3560,http://f1.htqyy.com/play/320/mp3/18
477,心湖 Lotus of Heart,王森地,催眠曲,3554,http://f1.htqyy.com/play/1435/mp3/18
478,临安,卢小二,减压舒缓精选,3549,http://f1.htqyy.com/play/1063/mp3/18
479,Guardians at the Gate,Audiomachine,气势背景音乐精选,3540,http://f1.htqyy.com/play/467/mp3/18
480,骑士王的荣耀,川井宪次,影视原声精选集,3537,http://f1.htqyy.com/play/1357/mp3/18
481,烟影如画《陶笛》,赵方,中国风纯音乐精选集,3525,http://f1.htqyy.com/play/831/mp3/18
482,童年的味道,纯音乐,动感节奏纯音乐,3523,http://f1.htqyy.com/play/332/mp3/18
483,似曾相识,Maksim Mrvica,背景音乐之旅－感人之声,3521,http://f1.htqyy.com/play/842/mp3/18
484,如果这就是爱情,张靓颖,治愈心灵的流行轻音乐,3480,http://f1.htqyy.com/play/353/mp3/18
485,摆渡人之歌,范宗沛,中国风纯音乐精选集,3480,http://f1.htqyy.com/play/452/mp3/18
486,那天的遇见,赵海洋,唯美动听的钢琴曲,3479,http://f1.htqyy.com/play/532/mp3/18
487,巴格达之星,班得瑞,班得瑞经典收藏,3466,http://f1.htqyy.com/play/274/mp3/18
488,治愈心灵的神曲,a_hisa,好听的纯音乐精选集,3459,http://f1.htqyy.com/play/144/mp3/18
489,季节,雅尼,雅尼精选集,3454,http://f1.htqyy.com/play/17/mp3/18
490,大悲咒经典唱颂,佛教音乐,佛教音乐精选,3440,http://f1.htqyy.com/play/398/mp3/18
491,星语心愿,纯音乐,让你忍不住单曲循环的歌曲,3422,http://f1.htqyy.com/play/201/mp3/18
492,莫斯科郊外的晚上,萨克斯,经典萨克斯曲,3412,http://f1.htqyy.com/play/845/mp3/18
493,星爷电影经典配乐,喜剧之王电影原声,影视原声精选集,3410,http://f1.htqyy.com/play/871/mp3/18
494,钢琴名曲初恋的地方,理查德,好听的钢琴曲精选,3402,http://f1.htqyy.com/play/895/mp3/18
495,山高水远,阿鲲,舌尖上的中国精选集,3394,http://f1.htqyy.com/play/111/mp3/18
496,凄美哼唱-Pole,Djelem,"心中的天籁,空灵人声",3380,http://f1.htqyy.com/play/1025/mp3/18
497,舒缓悠闲的纯音乐,丽美,睡眠轻音乐,3374,http://f1.htqyy.com/play/710/mp3/18
498,夜的钢琴曲(五),石进,夜的钢琴曲,3364,http://f1.htqyy.com/play/805/mp3/18
499,奥里诺科之梦,班得瑞,班得瑞轻音乐精选,3351,http://f1.htqyy.com/play/984/mp3/18
500,雨 The Rain,久石让,久石让精选集,3349,http://f1.htqyy.com/play/42/mp3/18
501,很爱很爱你,刘若英,治愈心灵的流行轻音乐,3341,http://f1.htqyy.com/play/358/mp3/18
502,梁祝,古筝,中国轻音乐精选集,3316,http://f1.htqyy.com/play/939/mp3/18
503,愿得一人心,赵海洋,唯美动听的钢琴曲,3315,http://f1.htqyy.com/play/614/mp3/18
504,斯卡布罗集市,卡洛儿,卡洛儿精选集,3310,http://f1.htqyy.com/play/52/mp3/18
505,星月之舞,John Adorney,电台背景音乐精选,3300,http://f1.htqyy.com/play/1512/mp3/18
506,在那遥远的地方 吉他曲,Ulli Bogershausen,好听的纯音乐精选集,3296,http://f1.htqyy.com/play/436/mp3/18
507,加勒比海蓝,班得瑞,班得瑞经典收藏,3270,http://f1.htqyy.com/play/101/mp3/18
508,林芝美-净化心灵,轻音乐,中国风纯音乐精选集,3268,http://f1.htqyy.com/play/714/mp3/18
509,梦想,安德蒙,安德蒙减压音乐,3253,http://f1.htqyy.com/play/322/mp3/18
510,此情可待,王崴,流行音乐钢琴曲,3250,http://f1.htqyy.com/play/734/mp3/18
511,白日梦,轻音乐,世界最著名的轻音乐,3249,http://f1.htqyy.com/play/640/mp3/18
512,Translucence,Dan Gibson,大自然音乐系列,3238,http://f1.htqyy.com/play/1352/mp3/18
513,佛在灵山莫远求,印能法师,佛教音乐精选,3233,http://f1.htqyy.com/play/388/mp3/18
514,大自然背景的清晨闹铃,闹铃,闹钟铃声精选,3228,http://f1.htqyy.com/play/309/mp3/18
515,誓言,班得瑞,班得瑞经典收藏,3220,http://f1.htqyy.com/play/38/mp3/18
516,Butterfly,Smile,环球极品流行音乐,3219,http://f1.htqyy.com/play/554/mp3/18
517,雪千寻,胡伟立,影视原声精选集,3217,http://f1.htqyy.com/play/384/mp3/18
518,风居住的街道,矶村由纪子,触动心灵之弦的乐曲,3190,http://f1.htqyy.com/play/212/mp3/18
519,暮光之城唯美钢琴曲(铃声),纯音乐,适合当手机铃声的纯音乐,3165,http://f1.htqyy.com/play/653/mp3/18
520,城里的月光,赵海洋,唯美动听的钢琴曲,3160,http://f1.htqyy.com/play/583/mp3/18
